date_time,PM1d,PM25d,PM10d,PM1p,PM10p,PM25p,pm1abs(d-p),pm25abs(d-p),pm10abs(d-p)
2018-11-27 00:00:00,2.64,4.5,6.37,8.13,10.726666666666667,10.626666666666667,5.49,6.126666666666667,4.3566666666666665
2018-11-27 01:00:00,1.9633333333333332,4.058333333333333,5.8325,9.406666666666661,12.55733333333334,12.184222222222227,7.443333333333328,8.125888888888895,6.72483333333334
2018-11-27 02:00:00,2.4725000000000006,4.583333333333333,6.275833333333334,10.911555555555555,15.0288888888889,14.493555555555554,8.439055555555555,9.91022222222222,8.753055555555566
2018-11-27 03:00:00,3.6374999999999997,5.821666666666666,7.923333333333333,12.122444444444444,16.30533333333334,15.817333333333323,8.484944444444444,9.995666666666658,8.382000000000009
2018-11-27 04:00:00,4.386666666666667,7.148333333333333,9.746666666666664,11.643777777777778,15.771111111111107,15.332,7.2571111111111115,8.183666666666667,6.024444444444443
2018-11-27 05:00:00,5.374166666666667,8.372499999999999,11.454166666666666,12.075777777777777,16.362222222222215,15.86622222222222,6.701611111111109,7.493722222222221,4.908055555555549
2018-11-27 06:00:00,4.779999999999999,7.795833333333334,10.84083333333333,12.254651162790704,16.85906976744187,16.28976744186048,7.474651162790705,8.493934108527146,6.018236434108539
2018-11-27 07:00:00,3.973333333333334,6.420833333333332,8.914166666666667,12.404864864864866,18.197837837837845,17.385405405405397,8.431531531531531,10.964572072072066,9.283671171171179
2018-11-27 08:00:00,3.8383333333333334,6.020833333333332,8.348333333333334,14.104285714285718,20.58190476190476,19.715714285714288,10.265952380952385,13.694880952380956,12.233571428571425
2018-11-27 09:00:00,3.7399999999999998,6.013333333333333,8.425833333333333,15.052000000000001,21.179555555555556,20.343111111111096,11.312000000000001,14.329777777777764,12.753722222222223
2018-11-27 10:00:00,6.735833333333333,10.534166666666668,14.84666666666667,16.71777777777778,24.996222222222205,23.466222222222232,9.981944444444448,12.932055555555564,10.149555555555535
2018-11-27 11:00:00,13.479166666666664,20.213333333333335,28.502499999999998,19.225000000000005,31.659090909090924,29.497500000000013,5.745833333333341,9.284166666666678,3.1565909090909265
2018-11-27 12:00:00,11.097500000000002,17.051666666666666,24.028333333333332,16.24511111111112,25.809999999999985,24.55711111111111,5.14761111111112,7.505444444444443,1.781666666666652
2018-11-27 13:00:00,8.933333333333332,13.759166666666665,19.419999999999998,12.026222222222222,18.668888888888876,17.649111111111115,3.09288888888889,3.889944444444449,0.7511111111111219
2018-11-27 14:00:00,5.346666666666667,8.6975,12.426666666666664,11.584090909090907,18.454090909090908,17.368636363636373,6.2374242424242405,8.671136363636373,6.027424242424244
2018-11-27 15:00:00,9.585833333333335,14.269166666666665,20.1525,17.200454545454548,31.17704545454545,28.288409090909077,7.614621212121213,14.019242424242412,11.02454545454545
2018-11-27 16:00:00,4.161666666666666,6.971666666666667,9.83,8.838222222222221,12.736888888888883,12.182444444444448,4.676555555555555,5.210777777777781,2.906888888888883
2018-11-27 17:00:00,2.2183333333333337,4.534166666666667,6.388333333333333,8.573863636363638,12.312045454545444,11.789318181818176,6.355530303030305,7.25515151515151,5.9237121212121115
2018-11-27 18:00:00,4.319999999999999,6.925833333333333,9.575000000000001,10.439772727272729,15.260909090909092,14.574090909090904,6.119772727272729,7.648257575757571,5.685909090909091
2018-11-27 19:00:00,3.1791666666666667,5.451666666666665,7.572499999999999,10.086976744186046,14.42232558139535,13.744883720930234,6.907810077519379,8.293217054263568,6.8498255813953515
2018-11-27 20:00:00,0.21916666666666662,1.3241666666666667,2.285,4.509333333333335,6.3408888888888875,6.161777777777774,4.290166666666669,4.837611111111107,4.055888888888887
2018-11-27 21:00:00,0.17,1.115,1.9466666666666663,4.242444444444446,6.227777777777778,5.849555555555555,4.072444444444446,4.734555555555555,4.2811111111111115
2018-11-27 22:00:00,0.40583333333333327,1.3416666666666668,2.1358333333333337,4.801555555555556,7.037333333333338,6.73044444444445,4.395722222222222,5.388777777777783,4.901500000000004
2018-11-27 23:00:00,2.7116666666666664,4.976666666666667,6.964166666666667,9.394888888888886,13.836444444444444,13.290222222222228,6.68322222222222,8.313555555555562,6.872277777777777
2018-11-28 00:00:00,1.5116666666666665,3.499166666666666,5.2125,8.194772727272728,12.097045454545459,11.557954545454546,6.683106060606061,8.05878787878788,6.884545454545458
2018-11-28 01:00:00,1.9733333333333334,4.170000000000001,6.009999999999999,8.523720930232562,12.440465116279071,11.853488372093024,6.5503875968992284,7.683488372093023,6.4304651162790725
2018-11-28 02:00:00,0.8966666666666668,2.1908333333333334,3.2824999999999993,6.360444444444446,9.008888888888887,8.602,5.463777777777779,6.4111666666666665,5.726388888888888
2018-11-28 03:00:00,1.05,2.7075,3.8766666666666665,6.252666666666665,8.94111111111111,8.554222222222222,5.202666666666665,5.846722222222223,5.064444444444444
2018-11-28 04:00:00,0.9816666666666666,2.3666666666666667,3.5058333333333334,5.639999999999999,8.155869565217385,7.85304347826087,4.658333333333332,5.486376811594203,4.650036231884052
2018-11-28 05:00:00,0.7766666666666667,1.9200000000000002,2.8800000000000003,4.314318181818181,6.437045454545451,6.08431818181818,3.537651515151514,4.16431818181818,3.557045454545451
2018-11-28 06:00:00,0.02,0.7399999999999999,1.3033333333333332,3.2046666666666677,4.828666666666664,4.575777777777777,3.1846666666666676,3.835777777777777,3.525333333333331
2018-11-28 07:00:00,0.0,0.35555555555555557,0.592222222222222,3.3470454545454555,4.987272727272726,4.73022727272727,3.3470454545454555,4.374671717171715,4.395050505050504
2018-11-28 08:00:00,0.0,0.13833333333333334,0.17666666666666667,2.7297777777777754,4.175333333333333,3.968666666666666,2.7297777777777754,3.830333333333333,3.998666666666666
2018-11-28 09:00:00,0.0,0.060000000000000005,0.09071428571428572,2.5108888888888874,3.7913333333333337,3.677333333333333,2.5108888888888874,3.617333333333333,3.700619047619048
2018-11-28 10:00:00,0.0,0.14076923076923079,0.2730769230769231,2.7426666666666666,4.267555555555557,4.053777777777777,2.7426666666666666,3.9130085470085456,3.994478632478634
2018-11-28 11:00:00,0.031176470588235295,0.5935294117647059,0.9699999999999999,3.293555555555553,4.938888888888892,4.765555555555556,3.2623790849673178,4.17202614379085,3.968888888888892
2018-11-28 12:00:00,0.06899999999999999,0.7945,1.3210000000000004,4.0908888888888875,5.86755555555556,5.648222222222221,4.0218888888888875,4.8537222222222205,4.5465555555555595
2018-11-28 13:00:00,1.8054999999999999,3.6129999999999995,5.102500000000001,7.712500000000006,11.418181818181816,10.930227272727269,5.907000000000005,7.317227272727269,6.315681818181815
2018-11-28 14:00:00,2.22,4.281052631578947,6.181578947368422,6.307333333333334,9.904444444444447,9.496222222222222,4.0873333333333335,5.215169590643275,3.7228654970760253
2018-11-28 15:00:00,3.317142857142857,5.941428571428572,8.584285714285715,6.006000000000002,11.438,10.629333333333337,2.688857142857145,4.687904761904765,2.853714285714286
2018-11-28 16:00:00,2.705833333333334,5.271666666666667,7.8625,3.654888888888886,8.205555555555554,7.498888888888887,0.9490555555555522,2.2272222222222195,0.3430555555555541
2018-11-28 17:00:00,0.27785714285714286,1.1964285714285716,2.0400000000000005,1.8131111111111105,3.966666666666664,3.5162222222222193,1.5352539682539676,2.3197936507936476,1.9266666666666636
2018-11-28 18:00:00,2.507142857142857,4.730714285714286,6.802142857142856,5.635111111111112,9.858888888888886,9.327111111111115,3.1279682539682545,4.5963968253968295,3.05674603174603
2018-11-28 19:00:00,1.5600000000000003,3.4557142857142873,4.943333333333333,5.048888888888889,7.779555555555554,7.3859999999999975,3.488888888888889,3.93028571428571,2.8362222222222204
2018-11-28 20:00:00,0.0,0.29785714285714276,0.5778571428571428,2.0781818181818177,3.7929545454545472,3.398409090909089,2.0781818181818177,3.1005519480519466,3.2150974025974044
2018-11-28 21:00:00,0.0,0.1846153846153846,0.36846153846153845,0.8826666666666672,2.4208888888888898,2.0713333333333326,0.8826666666666672,1.886717948717948,2.0524273504273514
2018-11-28 22:00:00,0.0,0.13625,0.26937500000000003,0.9931111111111111,2.5377777777777775,2.172222222222221,0.9931111111111111,2.035972222222221,2.2684027777777773
2018-11-28 23:00:00,0.0,0.008,0.013333333333333334,0.6975555555555558,2.0775555555555547,1.7117777777777778,0.6975555555555558,1.7037777777777778,2.0642222222222215
2018-11-29 00:00:00,0.0,0.005833333333333334,0.01,0.7111111111111107,2.048444444444444,1.7188888888888894,0.7111111111111107,1.713055555555556,2.038444444444444
2018-11-29 01:00:00,0.0,0.019230769230769232,0.02923076923076923,0.8659999999999995,2.0095555555555564,1.781555555555555,0.8659999999999995,1.7623247863247857,1.9803247863247873
2018-11-29 02:00:00,0.0,0.04071428571428571,0.045714285714285714,1.7048888888888885,3.3195555555555556,2.9002222222222214,1.7048888888888885,2.8595079365079354,3.2738412698412698
2018-11-29 03:00:00,0.0,0.14333333333333334,0.26833333333333326,1.8235555555555576,3.0622222222222217,2.8300000000000023,1.8235555555555576,2.6866666666666688,2.7938888888888886
2018-11-29 04:00:00,0.0,0.0,0.0,0.78,1.4370454545454538,1.2799999999999991,0.78,1.2799999999999991,1.4370454545454538
2018-11-29 05:00:00,0.0,0.0,0.0,0.1308888888888888,0.3942222222222224,0.3022222222222222,0.1308888888888888,0.3022222222222222,0.3942222222222224
2018-11-29 06:00:00,0.0,0.0,0.0,0.20222222222222264,0.3144444444444444,0.29511111111111116,0.20222222222222264,0.29511111111111116,0.3144444444444444
2018-11-29 07:00:00,0.0,0.0,0.0,0.21000000000000046,0.22844444444444467,0.1668888888888888,0.21000000000000046,0.1668888888888888,0.22844444444444467
2018-11-29 08:00:00,0.0,0.0,0.0,0.21000000000000046,0.23288888888888887,0.1404444444444444,0.21000000000000046,0.1404444444444444,0.23288888888888887
2018-11-29 09:00:00,0.0,0.0,0.0,0.27133333333333354,0.6577777777777776,0.5031111111111112,0.27133333333333354,0.5031111111111112,0.6577777777777776
2018-11-29 10:00:00,0.0,0.5941666666666666,1.1333333333333335,0.46555555555555556,2.5622222222222217,1.9586666666666654,0.46555555555555556,1.3644999999999987,1.4288888888888882
2018-11-29 11:00:00,0.0,0.35749999999999993,0.68,0.4131111111111112,2.1700000000000004,1.6831111111111108,0.4131111111111112,1.3256111111111109,1.4900000000000002
2018-11-29 12:00:00,0.0025,1.2441666666666666,2.1891666666666665,0.6391111111111113,3.0993333333333313,2.381777777777777,0.6366111111111113,1.1376111111111102,0.9101666666666648
2018-11-29 13:00:00,0.034999999999999996,1.9366666666666663,3.1158333333333332,0.8977777777777782,3.858666666666667,3.070888888888889,0.8627777777777782,1.1342222222222225,0.7428333333333339
2018-11-29 14:00:00,0.21333333333333335,2.4741666666666666,3.9116666666666666,1.082444444444444,4.176222222222221,3.3437777777777797,0.8691111111111107,0.8696111111111131,0.26455555555555454
2018-11-29 15:00:00,0.0,1.2175,2.174166666666667,0.7844444444444443,3.2051111111111124,2.5968888888888904,0.7844444444444443,1.3793888888888903,1.0309444444444456
2018-11-29 16:00:00,0.0,0.17833333333333332,0.3291666666666666,0.3493333333333334,2.051111111111111,1.4848888888888887,0.3493333333333334,1.3065555555555555,1.7219444444444445
2018-11-29 17:00:00,0.012499999999999999,1.6266666666666667,2.6325,1.2833333333333334,3.992444444444445,3.2386666666666657,1.2708333333333335,1.611999999999999,1.3599444444444453
2018-11-29 18:00:00,0.0,1.1141666666666665,2.038333333333333,0.6646666666666666,2.960444444444444,2.3773333333333335,0.6646666666666666,1.263166666666667,0.9221111111111111
2018-11-29 19:00:00,0.0,0.13666666666666666,0.2733333333333333,0.235777777777778,1.643111111111111,1.2397777777777774,0.235777777777778,1.1031111111111107,1.3697777777777778
2018-11-29 20:00:00,0.0,0.0,0.0,0.17068181818181818,1.2618181818181813,0.8902272727272731,0.17068181818181818,0.8902272727272731,1.2618181818181813
2018-11-29 21:00:00,0.0,0.0,0.0,0.26048780487804873,0.8082926829268294,0.5700000000000005,0.26048780487804873,0.5700000000000005,0.8082926829268294
2018-11-29 22:00:00,0.0,0.0,0.0,0.20418604651162756,0.6723255813953489,0.4046511627906976,0.20418604651162756,0.4046511627906976,0.6723255813953489
2018-11-29 23:00:00,0.0,0.0,0.0,0.08111111111111106,0.48733333333333323,0.3402222222222222,0.08111111111111106,0.3402222222222222,0.48733333333333323
2018-11-30 00:00:00,0.0,0.0,0.0,0.08108695652173928,0.5117391304347829,0.30499999999999977,0.08108695652173928,0.30499999999999977,0.5117391304347829
2018-11-30 01:00:00,0.0,0.0,0.0,0.0743181818181819,0.34272727272727227,0.2786363636363635,0.0743181818181819,0.2786363636363635,0.34272727272727227
2018-11-30 02:00:00,0.0,0.0,0.0,0.20822222222222234,0.604,0.4382222222222222,0.20822222222222234,0.4382222222222222,0.604
2018-11-30 03:00:00,0.0,0.0,0.0,0.4720000000000002,1.4153333333333329,1.2062222222222223,0.4720000000000002,1.2062222222222223,1.4153333333333329
2018-11-30 04:00:00,0.0,0.0,0.0,0.37090909090909085,1.0045454545454542,0.8424999999999995,0.37090909090909085,0.8424999999999995,1.0045454545454542
2018-11-30 05:00:00,0.0,0.011666666666666667,0.011666666666666667,0.7920000000000004,1.8517777777777784,1.5951111111111111,0.7920000000000004,1.5834444444444444,1.8401111111111117
2018-11-30 06:00:00,0.4883333333333333,1.6624999999999999,2.6183333333333336,4.287045454545454,6.6559090909090965,6.225909090909091,3.7987121212121204,4.563409090909091,4.0375757575757625
2018-11-30 07:00:00,0.07666666666666666,1.1641666666666666,2.0033333333333334,3.5057777777777788,5.643111111111112,5.189333333333332,3.429111111111112,4.0251666666666654,3.6397777777777782
2018-11-30 08:00:00,0.0,0.15083333333333335,0.29916666666666664,2.172666666666669,3.8355555555555556,3.4255555555555564,2.172666666666669,3.274722222222223,3.536388888888889
2018-11-30 09:00:00,0.0008333333333333334,0.4183333333333333,0.8075,1.5842222222222213,3.5093333333333345,3.051333333333332,1.583388888888888,2.6329999999999987,2.7018333333333344
2018-11-30 10:00:00,0.0,0.014166666666666668,0.025833333333333333,0.9691111111111111,2.3940000000000006,2.051333333333335,0.9691111111111111,2.037166666666668,2.368166666666667
2018-11-30 11:00:00,0.0,0.005,0.005,0.7306666666666666,2.024222222222223,1.6879999999999988,0.7306666666666666,1.682999999999999,2.019222222222223
2018-11-30 12:00:00,0.0,0.0,0.0,0.5331111111111115,1.8675555555555556,1.5515555555555547,0.5331111111111115,1.5515555555555547,1.8675555555555556
2018-11-30 13:00:00,0.0,0.0,0.0,0.46199999999999974,1.677111111111111,1.3820000000000003,0.46199999999999974,1.3820000000000003,1.677111111111111
2018-11-30 14:00:00,0.0,0.0,0.0,0.3931111111111111,1.5748888888888897,1.248000000000001,0.3931111111111111,1.248000000000001,1.5748888888888897
2018-11-30 15:00:00,0.0,0.0,0.0,0.47288888888888886,1.6493333333333333,1.3055555555555558,0.47288888888888886,1.3055555555555558,1.6493333333333333
2018-11-30 16:00:00,0.0,0.0,0.0,0.32444444444444426,1.3542222222222229,1.097777777777778,0.32444444444444426,1.097777777777778,1.3542222222222229
2018-11-30 17:00:00,0.0,0.0,0.0,0.28488888888888875,1.203333333333333,0.9311111111111112,0.28488888888888875,0.9311111111111112,1.203333333333333
2018-11-30 18:00:00,0.0,0.0,0.0,0.22288888888888894,0.6957777777777785,0.49755555555555564,0.22288888888888894,0.49755555555555564,0.6957777777777785
2018-11-30 19:00:00,0.0,0.0,0.0,0.07477272727272734,0.5020454545454546,0.38386363636363635,0.07477272727272734,0.38386363636363635,0.5020454545454546
2018-11-30 20:00:00,0.0,0.0,0.0,0.18511111111111112,0.31422222222222207,0.2048888888888891,0.18511111111111112,0.2048888888888891,0.31422222222222207
2018-11-30 21:00:00,0.0,0.0,0.0,0.1464444444444444,0.27933333333333304,0.22977777777777803,0.1464444444444444,0.22977777777777803,0.27933333333333304
2018-11-30 22:00:00,0.0,0.0,0.0,0.08999999999999991,0.3691111111111115,0.2557777777777778,0.08999999999999991,0.2557777777777778,0.3691111111111115
2018-11-30 23:00:00,0.0,0.0,0.0,0.07533333333333335,0.4393333333333332,0.296,0.07533333333333335,0.296,0.4393333333333332
2018-12-01 00:00:00,0.0,0.0,0.0,0.22822222222222222,1.050222222222222,0.8473333333333337,0.22822222222222222,0.8473333333333337,1.050222222222222
2018-12-01 01:00:00,0.0,0.0016666666666666668,0.0025,0.6204444444444445,1.8544444444444446,1.5326666666666664,0.6204444444444445,1.5309999999999997,1.8519444444444446
2018-12-01 02:00:00,0.0,0.0,0.0,0.8686666666666665,2.058666666666668,1.8095555555555547,0.8686666666666665,1.8095555555555547,2.058666666666668
2018-12-01 03:00:00,0.0,0.0,0.0,0.9680000000000004,2.4191111111111114,2.0142222222222212,0.9680000000000004,2.0142222222222212,2.4191111111111114
2018-12-01 04:00:00,0.0,0.0,0.0,0.6626666666666668,1.8611111111111107,1.6213333333333333,0.6626666666666668,1.6213333333333333,1.8611111111111107
2018-12-01 05:00:00,0.0,0.09583333333333333,0.1708333333333333,0.6820454545454546,1.7943181818181815,1.5106818181818178,0.6820454545454546,1.4148484848484846,1.623484848484848
2018-12-01 06:00:00,0.0,0.15333333333333332,0.2841666666666666,0.9495555555555558,2.2477777777777765,1.919999999999998,0.9495555555555558,1.7666666666666646,1.9636111111111099
2018-12-01 07:00:00,0.0008333333333333334,0.33416666666666667,0.6233333333333334,0.8164444444444448,1.9326666666666676,1.6362222222222225,0.8156111111111114,1.3020555555555557,1.3093333333333343
2018-12-01 08:00:00,0.0,0.013571428571428571,0.013571428571428571,0.5777777777777775,1.4999999999999993,1.2693333333333332,0.5777777777777775,1.2557619047619046,1.4864285714285708
2018-12-01 09:00:00,0.0,0.006153846153846154,0.013076923076923076,0.9161363636363639,2.0579545454545465,1.7995454545454548,0.9161363636363639,1.7933916083916086,2.0448776223776233
2018-12-01 10:00:00,0.0,0.02692307692307692,0.05384615384615384,1.295555555555556,2.948666666666668,2.550222222222222,1.295555555555556,2.5232991452991453,2.8948205128205142
2018-12-01 11:00:00,0.0,0.009,0.018,1.3248888888888888,2.7586666666666675,2.4053333333333335,1.3248888888888888,2.3963333333333336,2.7406666666666677
2018-12-09 23:00:00,21.630000000000003,32.013999999999996,45.146,33.090888888888905,64.47111111111113,45.94200000000003,11.460888888888903,13.928000000000033,19.325111111111127
2018-12-10 00:00:00,21.3,31.16,43.93,37.685777777777766,71.80244444444446,50.21377777777774,16.385777777777765,19.053777777777743,27.87244444444446
2018-12-10 01:00:00,21.330000000000002,31.4275,44.397499999999994,36.2482222222222,68.57355555555553,47.90266666666666,14.918222222222202,16.475166666666663,24.176055555555536
2018-12-10 02:00:00,21.32,31.43,44.291999999999994,44.70130434782608,109.63673913043476,69.46217391304349,23.38130434782608,38.032173913043486,65.34473913043476
2018-12-10 03:00:00,21.339999999999996,31.488,44.476,32.75955555555555,63.345777777777805,45.34711111111112,11.419555555555554,13.859111111111119,18.869777777777806
2018-12-10 04:00:00,19.935000000000002,29.79,42.105000000000004,36.15777777777778,68.38044444444444,48.12822222222221,16.22277777777778,18.338222222222214,26.27544444444443
2018-12-10 05:00:00,19.47,28.91,40.95,30.77977777777778,59.37444444444444,44.048666666666655,11.309777777777782,15.138666666666655,18.42444444444444
2018-12-10 06:00:00,20.52,30.4,42.9,31.063636363636366,61.039999999999985,44.77727272727272,10.543636363636367,14.377272727272718,18.139999999999986
